0,0
0.05,0.397528794284805
0.1,0.401378531678929
0.15,0.297250503463091
0.2,0.248688751712802
0.25,0.231057430037189
0.3,0.232852272628763
0.35,0.295074774238716
0.4,0.310254319778953
0.45,0.325668360348503
0.5,0.286036949445748
0.55,0.285484206658386
0.6,0.310074659327386
0.65,0.364341695389858
0.7,0.40224464338188
0.75,0.433153501685774
0.8,0.383958704140635
0.85,0.406062989048346
0.9,0.372624051263655
0.95,0.427433068649177
1,0.514716772788766
1.05,0.656301160089337
1.1,0.59701458104749
1.15,0.278321284035746
1.2,0.223245536468708
1.25,0.193403043434648
1.3,0.181654607508339
1.35,0.224430089798026
1.4,0.221640623976461
1.45,0.39798522663729
1.5,0.407518181042455
1.55,0.343255177674519
1.6,0.32305853284889
1.65,0.364946953590194
1.7,0.397033116610706
1.75,0.547624891109575
1.8,0.768868954655432
1.85,0.344069063171379
1.9,0.61897887389616
1.95,0.662295429018337
2,0.692599145147133
2.05,0.654145874744866
