X,CH1,CH2,
Second,Volt,Volt,
-3.1199997467e-02,0.00e+00,0.00e+00
-3.1099997637e-02,4.72e+00,7.99e-02
-3.0999997807e-02,4.72e+00,0.00e+00
-3.0899997976e-02,4.64e+00,0.00e+00
-3.0799996284e-02,4.64e+00,0.00e+00
-3.0699996454e-02,4.72e+00,0.00e+00
-3.0599996623e-02,4.72e+00,7.99e-02
-3.0499996793e-02,4.64e+00,0.00e+00
-3.0399996963e-02,4.72e+00,0.00e+00
-3.0299997133e-02,4.64e+00,7.99e-02
-3.0199997303e-02,4.64e+00,7.99e-02
-3.0099997473e-02,4.72e+00,-7.99e-02
-2.9999997643e-02,4.64e+00,0.00e+00
-2.9899997813e-02,4.72e+00,7.99e-02
-2.9799997982e-02,4.64e+00,0.00e+00
-2.9699996290e-02,4.72e+00,7.99e-02
-2.9599996459e-02,4.72e+00,0.00e+00
-2.9499996629e-02,0.00e+00,7.99e-02
-2.9399996799e-02,0.00e+00,0.00e+00
-2.9299996969e-02,0.00e+00,7.99e-02
-2.9199997139e-02,0.00e+00,7.99e-02
-2.9099997309e-02,4.72e+00,0.00e+00
-2.8999997479e-02,4.64e+00,0.00e+00
-2.8899997649e-02,4.72e+00,7.99e-02
-2.8799997818e-02,4.72e+00,0.00e+00
-2.8699997988e-02,4.64e+00,7.99e-02
-2.8599998158e-02,4.64e+00,0.00e+00
-2.8499996465e-02,4.72e+00,7.99e-02
-2.8399996635e-02,4.64e+00,0.00e+00
-2.8299996805e-02,4.72e+00,7.99e-02
-2.8199996975e-02,4.64e+00,0.00e+00
-2.8099997145e-02,4.72e+00,0.00e+00
-2.7999997315e-02,4.72e+00,0.00e+00
-2.7899997485e-02,4.64e+00,7.99e-02
-2.7799997655e-02,4.64e+00,0.00e+00
-2.7699997824e-02,4.72e+00,7.99e-02
-2.7599997994e-02,4.72e+00,0.00e+00
-2.7499998164e-02,0.00e+00,7.99e-02
-2.7399998334e-02,0.00e+00,7.99e-02
-2.7299996641e-02,-7.99e-02,0.00e+00
-2.7199996811e-02,0.00e+00,7.99e-02
-2.7099996981e-02,4.72e+00,0.00e+00
-2.6999997151e-02,4.72e+00,0.00e+00
-2.6899997321e-02,4.64e+00,7.99e-02
-2.6799997491e-02,4.72e+00,7.99e-02
-2.6699997661e-02,4.64e+00,-7.99e-02
-2.6599997830e-02,4.72e+00,7.99e-02
-2.6499998000e-02,4.64e+00,0.00e+00
-2.6399998170e-02,4.72e+00,0.00e+00
-2.6299998340e-02,4.64e+00,0.00e+00
-2.6199996647e-02,4.64e+00,0.00e+00
-2.6099996817e-02,4.72e+00,7.99e-02
-2.5999996987e-02,4.64e+00,0.00e+00
-2.5899997157e-02,4.72e+00,7.99e-02
-2.5799997327e-02,4.64e+00,7.99e-02
-2.5699997497e-02,4.72e+00,0.00e+00
-2.5599997666e-02,4.64e+00,0.00e+00
-2.5499997836e-02,0.00e+00,0.00e+00
-2.5399998006e-02,0.00e+00,7.99e-02
-2.5299998176e-02,0.00e+00,0.00e+00
-2.5199998346e-02,0.00e+00,0.00e+00
-2.5099998516e-02,4.72e+00,7.99e-02
-2.4999996823e-02,4.64e+00,0.00e+00
-2.4899996993e-02,4.72e+00,7.99e-02
-2.4799997163e-02,4.64e+00,0.00e+00
-2.4699997333e-02,4.72e+00,7.99e-02
-2.4599997503e-02,4.72e+00,7.99e-02
-2.4499997672e-02,4.64e+00,-7.99e-02
-2.4399997842e-02,4.64e+00,7.99e-02
-2.4299998012e-02,4.72e+00,0.00e+00
-2.4199998182e-02,4.64e+00,0.00e+00
