t,ros_t,Xhat0,Xhat1,Xhat2,Xhat3,Xhat4,Xhat5,Xhat6,Xhat7,Xhat8,Xhat9,Xhat10,Xhat11,imu_X0,imu_X1,imu_X2,imu_X3,imu_X4,imu_X5,imu_X6,imu_X7,imu_X8,imu_X9,imu_X10,imu_X11,T265_X0,T265_X1,T265_X2,T265_X3,T265_X4,T265_X5,T265_X6,T265_X7,T265_X8,T265_X9,T265_X10,T265_X11,hector_X0,hector_X1,hector_X2,hector_X3,hector_X4,hector_X5,hector_X6,hector_X7,hector_X8,hector_X9,hector_X10,hector_X11,vl53_X0,vl53_X1,vl53_X2,vl53_X3,vl53_X4,vl53_X5,vl53_X6,vl53_X7,vl53_X8,vl53_X9,vl53_X10,vl53_X11,scan_X0,scan_X1,scan_X2,scan_X3,scan_X4,scan_X5,scan_X6,scan_X7,scan_X8,scan_X9,scan_X10,scan_X11,T265Y0,T265Y1,T265Y2,T265Y3,T265Y4,T265Y5,hectorY0,hectorY1,hectorY2,vl53Y0,scanY0,scanY1,scanY2,scanY3,U0,U1,U2,U3,U4,U5,X_0,X_1,X_2,X_3,X_4,X_5,X_6,X_7,X_8,X_9,X_10,X_11,Rev_imu,Rev_T265,Rev_hector,Rev_vl53,Rev_scan,PN_imu,PN_T265,PN_hector,PN_vl53,PN_scan,M_imu,M_T265,M_hector,M_vl53,M_scan,Phat0,Phat1,Phat2,Phat3,Phat4,Phat5,Phat6,Phat7,Phat8,Phat9,Phat10,Phat11,P_0,P_1,P_2,P_3,P_4,P_5,P_6,P_7,P_8,P_9,P_10,P_11,Q0,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,imu_R0,imu_R1,imu_R2,imu_R3,imu_R4,imu_R5,imu_R6,imu_R7,imu_R8,imu_R9,imu_R10,imu_R11,T265_R0,T265_R1,T265_R2,T265_R3,T265_R4,T265_R5,T265_R6,T265_R7,T265_R8,T265_R9,T265_R10,T265_R11,hector_R0,hector_R1,hector_R2,hector_R3,hector_R4,hector_R5,hector_R6,hector_R7,hector_R8,hector_R9,hector_R10,hector_R11,vl53_R0,vl53_R1,vl53_R2,vl53_R3,vl53_R4,vl53_R5,vl53_R6,vl53_R7,vl53_R8,vl53_R9,vl53_R10,vl53_R11,scan_R0,scan_R1,scan_R2,scan_R3,scan_R4,scan_R5,scan_R6,scan_R7,scan_R8,scan_R9,scan_R10,scan_R11
8.239592314,1.66858E+18,0.103402208,3.506685004,1.555093362,0.00101984,0.02199641,1.55769594,0.084832764,0.31876586,-0.116774183,0.018419603,-0.004260074,-0.014529594,0,0,0,0,0,0,0,0,0,0,0,0,0.096829375,3.488782981,1.554412686,-0.008552029,-0.006247059,1.566026619,0,0,0,0,0,0,0.021644592,2.819313049,0,0,0,1.562173219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.118156223,0,0,0,3.585999966,6.205999851,10.59200001,1.616999984,0,0,0,0,0,0,0,0,0.096829375,1.554412686,-3.488782981,-0.008552029,-0.006247059,1.566026619,0.021644592,2.819313049,1.562173219,-0.118156223,3.585999966,6.205999851,10.59200001,1.616999984,-0.15630169,-0.106592931,-0.139994152,0,0,0,0.105517914,3.512447422,1.555151731,0.00178398,0.02425114,1.556913955,0.092965348,0.340916079,-0.116677358,0.019197643,-0.001964329,-0.015456523,0,1,0,0,1,0,1,0,0,0,0,0.259012107,0,0,193.3138428,0.002157644,0.002157644,0.000699816,0.138245566,0.138245566,0.085813036,0.071023716,0.071023716,0.023642321,0.289165548,0.289165548,0.244380965,0.00285216,0.00285216,0.000759827,0.149281973,0.149281973,0.093868146,0.081285641,0.081285641,0.023807455,0.300607131,0.300607131,0.255698906,2.78E-06,2.78E-06,2.78E-06,2.78E-06,2.78E-06,2.78E-06,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.008860764,0.008860764,0.008860764,1.869953705,1.869953705,1,0,0,0,0,0,0,0.008860764,0.008860764,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004112866,0,0,0,0.001707037,0.001707037,0.001707037,0.001707037,0,0,0,0,0,0,0,0
8.267576694,1.66858E+18,0.103911402,3.510429832,1.56322879,0.000886996,0.019793998,1.557960692,0.070968424,0.288760168,0.081712846,0.017659586,-0.006356861,-0.013642088,0,0,0,0,0,0,0,0,0,0,0,0,0.096829375,3.488782981,1.554412686,-0.008552029,-0.006247059,1.566026619,0,0,0,0,0,0,0.021644592,2.819313049,0,0,0,1.562173219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106806257,0,0,0,3.585999966,6.205999851,10.59200001,1.616999984,0,0,0,0,0,0,0,0,0.096829375,1.554412686,-3.488782981,-0.008552029,-0.006247059,1.566026619,0.021644592,2.819313049,1.562173219,0.106806257,3.585999966,6.205999851,10.59200001,1.616999984,-0.15630169,-0.106592931,-0.139994152,0,0,0,0.106143132,3.517251314,1.551123114,0.001633827,0.021854407,1.557211621,0.079622708,0.315212763,-0.121440655,0.018419603,-0.004260074,-0.014529594,0,1,0,1,0,0,1,0,1,0,0,0.280402392,0,1.174671953,0,0.002123185,0.002123185,0.000638175,0.13710565,0.13710565,0.084976914,0.070962489,0.070962489,0.003659268,0.287931094,0.287931094,0.243302844,0.002792256,0.002792256,0.000806255,0.147953663,0.147953663,0.092868601,0.081023716,0.081023716,0.033642321,0.299165548,0.299165548,0.254380965,2.78E-06,2.78E-06,2.78E-06,2.78E-06,2.78E-06,2.78E-06,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.008860764,0.008860764,0.008860764,1.869953705,1.869953705,1,0,0,0,0,0,0,0.008860764,0.008860764,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004112866,0,0,0,0.001707037,0.001707037,0.001707037,0.001707037,0,0,0,0,0,0,0,0
8.305451393,1.66858E+18,0.104021895,3.51494737,1.565218543,0.000452687,0.018134432,1.558571799,0.06604919,0.267268641,0.077992471,0.016618773,-0.007829796,-0.012379261,0,0,0,0,0,0,0,0,0,0,0,0,0.096541879,3.49859903,1.556070525,-0.01258411,-0.000314932,1.570161818,0,0,0,0,0,0,0.020530701,2.844978333,0,0,0,1.56588791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106806257,0,0,0,3.585999966,6.205999851,10.59200001,1.616999984,0,0,0,0,0,0,0,0,0.096541879,1.556070525,-3.49859903,-0.01258411,-0.000314932,1.570161818,0.020530701,2.844978333,1.56588791,0.106806257,3.585999966,6.205999851,10.59200001,1.616999984,0.125059928,-0.048869844,-0.096047243,0,0,0,0.106346494,3.520028021,1.565899192,0.001475649,0.019582103,1.557505956,0.075137088,0.287131174,0.078511271,0.017659586,-0.006356861,-0.013642088,0,1,1,0,0,0,1,0,0,0,0,0.24166536,6.314187083,0,0,0.00210082,0.00210082,0.000613621,0.136054302,0.136054302,0.084217316,0.070983994,0.070983994,0.013632743,0.286879426,0.286879426,0.242430788,0.002753701,0.002753701,0.000659276,0.146730108,0.146730108,0.091962119,0.080962489,0.080962489,0.013659268,0.297931094,0.297931094,0.253302844,2.78E-06,2.78E-06,2.78E-06,2.78E-06,2.78E-06,2.78E-06,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.008860764,0.008860764,0.008860764,1.869953705,1.869953705,1,0,0,0,0,0,0,0.008860764,0.008860764,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004112866,0,0,0,0.001707037,0.001707037,0.001707037,0.001707037,0,0,0,0,0,0,0,0
8.333627224,1.66858E+18,0.106293012,3.523829175,1.567764933,0.001006647,0.017873439,1.558159157,0.070217854,0.265639646,0.074790896,0.016618773,-0.007829796,-0.012379261,0,0,0,0,0,0,0,0,0,0,0,0,0.096541879,3.49859903,1.556070525,-0.01258411,-0.000314932,1.570161818,0,0,0,0,0,0,0.020530701,1,0,0,0,1.56588791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106806257,0,0,0,3.585999966,6.205999851,10.59200001,1.616999984,0,0,0,0,0,0,0,0,0.096541879,1.556070525,-3.49859903,-0.01258411,-0.000314932,1.570161818,0.020530701,1,1.56588791,0.106806257,3.585999966,6.205999851,10.59200001,1.616999984,0.125059928,-0.048869844,-0.096047243,0,0,0,0.106293012,3.523829175,1.567764933,0.001006647,0.017873439,1.558159157,0.070217854,0.265639646,0.074790896,0.016618773,-0.007829796,-0.012379261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002730005,0.002730005,0.000662727,0.145604408,0.145604408,0.091141592,0.080983994,0.080983994,0.023632743,0.296879426,0.296879426,0.252430788,0.002730005,0.002730005,0.000662727,0.145604408,0.145604408,0.091141592,0.080983994,0.080983994,0.023632743,0.296879426,0.296879426,0.252430788,2.78E-06,2.78E-06,2.78E-06,2.78E-06,2.78E-06,2.78E-06,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.008860764,0.008860764,0.008860764,1.869953705,1.869953705,1,0,0,0,0,0,0,0.008860764,0.008860764,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004112866,0,0,0,0.001707037,0.001707037,0.001707037,0.001707037,0,0,0,0,0,0,0,0
8.366906404,1.66858E+18,0.104829234,3.524091984,1.569179489,0.000169646,0.016569745,1.559198678,0.059487261,0.23106989,0.068849031,0.015206332,-0.008888599,-0.010662306,0,0,0,0,0,0,0,0,0,0,0,0,0.095130509,3.502649079,1.5572958,-0.016523501,0.004056119,1.573922496,0,0,0,0,0,0,0.020530701,1,0,0,0,1.56588791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106806257,0,0,0,3.576999903,6.208000183,10.5880003,1.616000056,0,0,0,0,0,0,0,0,0.095130509,1.5572958,-3.502649079,-0.016523501,0.004056119,1.573922496,0.020530701,1,1.56588791,0.106806257,3.576999903,6.208000183,10.5880003,1.616000056,0.125059928,-0.048869844,-0.096047243,0,0,0,0.108703085,3.53265668,1.570204603,0.001560606,0.017612446,1.557746514,0.074386518,0.264010651,0.071589321,0.016618773,-0.007829796,-0.012379261,0,1,0,0,1,0,1,0,0,0,0,0.324464356,0,0,191.2554198,0.002529017,0.002529017,0.000703651,0.143829617,0.143829617,0.089772818,0.076041486,0.076041486,0.033199006,0.294521768,0.294521768,0.250053473,0.003539154,0.003539154,0.00076435,0.155814247,0.155814247,0.098626826,0.090983994,0.090983994,0.033632743,0.306879426,0.306879426,0.262430788,2.78E-06,2.78E-06,2.78E-06,2.78E-06,2.78E-06,2.78E-06,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.008860764,0.008860764,0.008860764,1.869953705,1.869953705,1,0,0,0,0,0,0,0.008860764,0.008860764,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004112866,0,0,0,0.001707037,0.001707037,0.001707037,0.001707037,0,0,0,0,0,0,0,0
8.400285482,1.66858E+18,0.102724756,3.525124244,1.570221414,-0.000955513,0.015366041,1.560495654,0.043610562,0.204181966,0.067344087,0.013551616,-0.009808626,-0.008711961,0,0,0,0,0,0,0,0,0,0,0,0,0.091646582,3.507093436,1.556889615,-0.020785962,0.004340247,1.57750784,0,0,0,0,0,0,0,0,0,0,0,1.570796327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106806257,0,0,0,3.576999903,6.208000183,10.5880003,1.616000056,0,0,0,0,0,0,0,0,0.091646582,1.556889615,-3.507093436,-0.020785962,0.004340247,1.57750784,0,0,1.570796327,0.106806257,3.576999903,6.208000183,10.5880003,1.616000056,-0.010147743,-0.04792798,0.097227994,0,0,0,0.106806505,3.531767687,1.571528472,0.000676524,0.016273459,1.558843268,0.059149003,0.229472291,0.072089964,0.015206332,-0.008888599,-0.010662306,0,1,0,0,0,0,1,0,0,0,0,0.302992384,0,0,0,0.002385725,0.002385725,0.00079115,0.142193872,0.142193872,0.088530637,0.073302912,0.073302912,0.0421764,0.292491779,0.292491779,0.248073807,0.003264744,0.003264744,0.000868715,0.153896365,0.153896365,0.09712958,0.086041486,0.086041486,0.043199006,0.304521768,0.304521768,0.260053473,2.78E-06,2.78E-06,2.78E-06,2.78E-06,2.78E-06,2.78E-06,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.008860764,0.008860764,0.008860764,1.869953705,1.869953705,1,0,0,0,0,0,0,0.008860764,0.008860764,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004112866,0,0,0,0.001707037,0.001707037,0.001707037,0.001707037,0,0,0,0,0,0,0,0
8.441565275,1.66858E+18,0.100098625,3.526612541,1.570752593,-0.00226996,0.014060639,1.561805487,0.027783121,0.18246854,0.062973391,0.011762773,-0.010799636,-0.006825103,0,0,0,0,0,0,0,0,0,0,0,0,0.088360272,3.511367923,1.555580018,-0.023978931,0.002033985,1.57851366,0,0,0,0,0,0,0,1,0,0,0,1.570796327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106806257,0,0,0,3.559000015,6.205999851,10.61299992,1.613000035,0,0,0,0,0,0,0,0,0.088360272,1.555580018,-3.511367923,-0.023978931,0.002033985,1.57851366,0,1,1.570796327,0.106806257,3.559000015,6.205999851,10.61299992,1.613000035,-0.010147743,-0.04792798,0.097227994,0,0,0,0.104172804,3.531903683,1.572520233,-0.000503793,0.015039086,1.560205256,0.043272304,0.202584367,0.07058502,0.013551616,-0.009808626,-0.008711961,0,1,0,0,1,0,1,0,0,0,0,0.293169112,0,0,183.9665149,0.002283021,0.002283021,0.000924583,0.140687142,0.140687142,0.087404185,0.071849903,0.071849903,0.050179077,0.290750168,0.290750168,0.246435245,0.003075417,0.003075417,0.001032299,0.152132961,0.152132961,0.095775351,0.083302912,0.083302912,0.0521764,0.302491779,0.302491779,0.258073807,2.78E-06,2.78E-06,2.78E-06,2.78E-06,2.78E-06,2.78E-06,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.008860764,0.008860764,0.008860764,1.869953705,1.869953705,1,0,0,0,0,0,0,0.008860764,0.008860764,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004112866,0,0,0,0.001707037,0.001707037,0.001707037,0.001707037,0,0,0,0,0,0,0,0
8.466928005,1.66858E+18,0.097407565,3.527333093,1.560411835,-0.003649731,0.012648302,1.563004868,0.013656039,0.160501484,-0.058363201,0.009969258,-0.011864845,-0.005143338,0,0,0,0,0,0,0,0,0,0,0,0,0.086538695,3.51127712,1.554666891,-0.025663197,-0.000425997,1.578095964,0,0,0,0,0,0,0,1,0,0,0,1.570796327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.066619381,0,0,0,3.559000015,6.205999851,10.61299992,1.613000035,0,0,0,0,0,0,0,0,0.086538695,1.554666891,-3.51127712,-0.025663197,-0.000425997,1.578095964,0,1,1.570796327,-0.066619381,3.559000015,6.205999851,10.61299992,1.613000035,-0.010147743,-0.04792798,0.097227994,0,0,0,0.101019092,3.532668199,1.572905722,-0.001877867,0.013700652,1.561577983,0.027444863,0.180870941,0.066214324,0.011762773,-0.010799636,-0.006825103,0,1,0,1,0,0,1,0,1,0,0,0.300095373,0,0.523877816,0,0.002209945,0.002209945,0.000667233,0.139300261,0.139300261,0.086383722,0.071145541,0.071145541,0.00383529,0.289262196,0.289262196,0.245088982,0.00294427,0.00294427,0.001248539,0.150512537,0.150512537,0.094551426,0.081849903,0.081849903,0.060179077,0.300750168,0.300750168,0.256435245,2.78E-06,2.78E-06,2.78E-06,2.78E-06,2.78E-06,2.78E-06,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.008860764,0.008860764,0.008860764,1.869953705,1.869953705,1,0,0,0,0,0,0,0.008860764,0.008860764,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004112866,0,0,0,0.001707037,0.001707037,0.001707037,0.001707037,0,0,0,0,0,0,0,0
8.500340939,1.66858E+18,0.092575561,3.528843311,1.558141452,-0.005222806,0.010890176,1.564038721,-0.011683674,0.144656395,-0.059410955,0.008041031,-0.013243812,-0.003722586,0,0,0,0,0,0,0,0,0,0,0,0,0.076438951,3.516982695,1.554173216,-0.029131478,-0.006208053,1.576936998,0,0,0,0,0,0,-0.000209808,1,0,0,0,1.578583253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.066619381,0,0,0,3.559000015,6.205999851,10.61299992,1.613000035,0,0,0,0,0,0,0,0,0.076438951,1.554173216,-3.516982695,-0.029131478,-0.006208053,1.576936998,-0.000209808,1,1.578583253,-0.066619381,3.559000015,6.205999851,10.61299992,1.613000035,-0.160542261,-0.034602849,-0.022849777,0,0,0,0.097773576,3.532663919,1.5584537,-0.003317422,0.012252807,1.562833423,0.00830463,0.159348055,-0.05912486,0.009969258,-0.011864845,-0.005143338,0,1,1,0,0,0,1,0,0,0,0,0.249882103,23.41695474,0,0,0.002158856,0.002158856,0.000646366,0.138024819,0.138024819,0.085460459,0.070862401,0.070862401,0.013792592,0.287997081,0.287997081,0.243992752,0.002854279,0.002854279,0.000697226,0.149024607,0.149024607,0.093446434,0.081145541,0.081145541,0.01383529,0.299262196,0.299262196,0.255088982,2.78E-06,2.78E-06,2.78E-06,2.78E-06,2.78E-06,2.78E-06,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.008860764,0.008860764,0.008860764,1.869953705,1.869953705,1,0,0,0,0,0,0,0.008860764,0.008860764,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004112866,0,0,0,0.001707037,0.001707037,0.001707037,0.001707037,0,0,0,0,0,0,0,0
8.534230947,1.66858E+18,0.092096915,3.533645967,1.556148393,-0.004954772,0.010448715,1.563914635,-0.017035083,0.143502967,-0.060172614,0.008041031,-0.013243812,-0.003722586,0,0,0,0,0,0,0,0,0,0,0,0,0.076438951,3.516982695,1.554173216,-0.029131478,-0.006208053,1.576936998,0,0,0,0,0,0,-0.000209808,1,0,0,0,1.578583253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.066619381,0,0,0,3.549000025,6.196000099,10.62699986,1.621999979,0,0,0,0,0,0,0,0,0.076438951,1.554173216,-3.516982695,-0.029131478,-0.006208053,1.576936998,-0.000209808,1,1.578583253,-0.066619381,3.549000025,6.196000099,10.62699986,1.621999979,-0.160542261,-0.034602849,-0.022849777,0,0,0,0.092096915,3.533645967,1.556148393,-0.004954772,0.010448715,1.563914635,-0.017035083,0.143502967,-0.060172614,0.008041031,-0.013243812,-0.003722586,0,0,0,0,1,0,0,0,0,0,0,0,0,0,195.8951006,0.00279381,0.00279381,0.000703951,0.147659564,0.147659564,0.092450139,0.080862401,0.080862401,0.023792592,0.297997081,0.297997081,0.253992752,0.00279381,0.00279381,0.000703951,0.147659564,0.147659564,0.092450139,0.080862401,0.080862401,0.023792592,0.297997081,0.297997081,0.253992752,2.78E-06,2.78E-06,2.78E-06,2.78E-06,2.78E-06,2.78E-06,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.008860764,0.008860764,0.008860764,1.869953705,1.869953705,1,0,0,0,0,0,0,0.008860764,0.008860764,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004112866,0,0,0,0.001707037,0.001707037,0.001707037,0.001707037,0,0,0,0,0,0,0,0
8.56695199,1.66858E+18,0.084713861,3.533253171,1.554134997,-0.006689075,0.008743471,1.564963889,-0.047908658,0.122781094,-0.060920759,0.006018544,-0.014520314,-0.002341978,0,0,0,0,0,0,0,0,0,0,0,0,0.068197738,3.520589872,1.554189967,-0.030393559,-0.006217718,1.576696789,0,0,0,0,0,0,-0.000209808,1,0,0,0,1.578583253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.066619381,0,0,0,3.549000025,6.196000099,10.62699986,1.621999979,0,0,0,0,0,0,0,0,0.068197738,1.554189967,-3.520589872,-0.030393559,-0.006217718,1.576696789,-0.000209808,1,1.578583253,-0.066619381,3.549000025,6.196000099,10.62699986,1.621999979,-0.160542261,-0.034602849,-0.022849777,0,0,0,0.091439889,3.538410175,1.554129944,-0.004686738,0.010007255,1.563790549,-0.022386491,0.142349538,-0.060934273,0.008041031,-0.013243812,-0.003722586,0,1,0,0,0,0,1,0,0,0,0,0.263434473,0,0,0,0.00256421,0.00256421,0.000745855,0.145653088,0.145653088,0.090912601,0.075826764,0.075826764,0.033302118,0.295444782,0.295444782,0.251405355,0.003608459,0.003608459,0.000814408,0.157956524,0.157956524,0.100004248,0.090862401,0.090862401,0.033792592,0.307997081,0.307997081,0.263992752,2.78E-06,2.78E-06,2.78E-06,2.78E-06,2.78E-06,2.78E-06,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.008860764,0.008860764,0.008860764,1.869953705,1.869953705,1,0,0,0,0,0,0,0.008860764,0.008860764,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004112866,0,0,0,0.001707037,0.001707037,0.001707037,0.001707037,0,0,0,0,0,0,0,0
8.602187395,1.66858E+18,0.078635772,3.538293697,1.557373636,-0.008500878,0.007093969,1.566044204,-0.066787452,0.130003475,0.009520686,0.003988794,-0.015695841,-0.000981048,0,0,0,0,0,0,0,0,0,0,0,0,0.057516386,3.521588632,1.554690324,-0.032655729,-0.006895285,1.576446156,0,0,0,0,0,0,0.087818453,3.557369349,0,0,0,1.571560402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016547831,0,0,0,3.549000025,6.196000099,10.62699986,1.621999979,0,0,0,0,0,0,0,0,0.057516386,1.554690324,-3.521588632,-0.032655729,-0.006895285,1.576446156,0.087818453,3.557369349,1.571560402,0.016547831,3.549000025,6.196000099,10.62699986,1.621999979,-0.064248433,0.116953082,-0.076581686,0,0,0,0.083081212,3.537410848,1.55206176,-0.006488457,0.008259461,1.564885823,-0.050050272,0.12667953,-0.063473482,0.006018544,-0.014520314,-0.002341978,0,1,1,1,0,0,1,1,1,0,0,0.247803281,0.186045286,0.367491982,0,0.001891242,0.001891242,0.000642625,0.143810709,0.143810709,0.087563913,0.065858408,0.065858408,0.003747678,0.293256199,0.293256199,0.246550347,0.003299905,0.003299905,0.000918637,0.155792057,0.155792057,0.098326196,0.085826764,0.085826764,0.043302118,0.305444782,0.305444782,0.261405355,2.78E-06,2.78E-06,2.78E-06,2.78E-06,2.78E-06,2.78E-06,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.008860764,0.008860764,0.008860764,1.869953705,1.869953705,1,0,0,0,0,0,0,0.008860764,0.008860764,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004112866,0,0,0,0.001707037,0.001707037,0.001707037,0.001707037,0,0,0,0,0,0,0,0
8.633964062,1.66858E+18,0.071631362,3.538340654,1.557461668,-0.010283678,0.005594674,1.566859897,-0.087345266,0.117004072,0.006812629,0.002058316,-0.016679441,1.57E-05,0,0,0,0,0,0,0,0,0,0,0,0,0.054422674,3.522550772,1.554980839,-0.033574749,-0.006272383,1.575818754,0,0,0,0,0,0,0.087818453,3.557369349,0,0,0,1.571560402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016547831,0,0,0,3.549000025,6.196000099,10.62699986,1.621999979,0,0,0,0,0,0,0,0,0.054422674,1.554980839,-3.522550772,-0.033574749,-0.006272383,1.575818754,0.087818453,3.557369349,1.571560402,0.016547831,3.549000025,6.196000099,10.62699986,1.621999979,-0.064248433,0.116953082,-0.076581686,0,0,0,0.07637383,3.54269212,1.557648447,-0.008367918,0.006570775,1.566011502,-0.068929066,0.133901911,0.006967964,0.003988794,-0.015695841,-0.000981048,0,1,0,0,0,0,1,0,0,0,0,0.282407363,0,0,0,0.001914336,0.001914336,0.000620405,0.142119512,0.142119512,0.086506853,0.067902934,0.067902934,0.013715371,0.291386134,0.291386134,0.24524243,0.0024419,0.0024419,0.000667115,0.153809266,0.153809266,0.094698962,0.075858408,0.075858408,0.013747678,0.303256199,0.303256199,0.256550347,2.78E-06,2.78E-06,2.78E-06,2.78E-06,2.78E-06,2.78E-06,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.008860764,0.008860764,0.008860764,1.869953705,1.869953705,1,0,0,0,0,0,0,0.008860764,0.008860764,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004112866,0,0,0,0.001707037,0.001707037,0.001707037,0.001707037,0,0,0,0,0,0,0,0
8.667512178,1.66858E+18,0.063429608,3.538379074,1.557373804,-0.012043975,0.004266006,1.567504454,-0.110317855,0.105335664,0.00379843,0.000216203,-0.017457707,0.000772771,0,0,0,0,0,0,0,0,0,0,0,0,0.044717187,3.52439541,1.55378632,-0.034544756,-0.00524024,1.57438826,0,0,0,0,0,0,0.087818453,3.557369349,0,0,0,1.571560402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016547831,0,0,0,3.546999931,6.171000004,10.62199974,1.64199996,0,0,0,0,0,0,0,0,0.044717187,1.55378632,-3.52439541,-0.034544756,-0.00524024,1.57438826,0.087818453,3.557369349,1.571560402,0.016547831,3.546999931,6.171000004,10.62199974,1.64199996,-0.064248433,0.116953082,-0.076581686,0,0,0,0.068684159,3.542305764,1.557646211,-0.010215067,0.005038692,1.566860421,-0.08948688,0.120902508,0.004259906,0.002058316,-0.016679441,1.57E-05,0,1,0,0,1,0,1,0,0,0,0,0.284322131,0,0,197.6688339,0.001942646,0.001942646,0.000625336,0.14056785,0.14056785,0.085553593,0.069329651,0.069329651,0.0235791,0.289794915,0.289794915,0.244182341,0.002488152,0.002488152,0.00067282,0.151993479,0.151993479,0.093557799,0.077902934,0.077902934,0.023715371,0.301386134,0.301386134,0.25524243,2.78E-06,2.78E-06,2.78E-06,2.78E-06,2.78E-06,2.78E-06,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.008860764,0.008860764,0.008860764,1.869953705,1.869953705,1,0,0,0,0,0,0,0.008860764,0.008860764,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004112866,0,0,0,0.001707037,0.001707037,0.001707037,0.001707037,0,0,0,0,0,0,0,0
