0.1,0.5,0,0,0,76,0.154242490436263,0.132684285356351,0.55,0,0.5,0,0,0,0
0.2,0.500600892505677,0.000516906803477077,0.0106171089982095,0.00913317410781852,76.25,1.06036917178891,0.161184179775325,0.6,0,0.5,0,0,0,0
0.3,0.505462658481692,0.001773514305825,0.0777598983689807,0.0151987320665676,76.4988646104161,-1.32174034660465,0.556182763201253,0.65,0,0.5,0,0,0,0
0.4,0.505665984088395,0.00498645937548805,-0.0560407411451111,0.0451134478293885,76.7385520664505,0.879951295706662,-0.283809578115589,0.7,0,0.5,0,0,0,0
0.5,0.505236565982271,0.00698613756719928,0.0353897332745535,0.000735064484139729,76.9834572485108,0.0631988196142423,1.15337466050737,0.75,0,0.5,0,0,0,0
0.6,0.50791878637107,0.0115300116158044,0.0202518521255828,0.0797215381460353,77.2332180601979,-0.044378129992549,0.725519677489424,0.8,0,0.5,0,0,0,0
0.7,0.509139913151192,0.0198440085779835,0.00604502488535109,0.0857615301975447,77.4774334075229,0.362622226247882,3.320189530457,0.85,0,0.5,0,0,0,0
0.8,0.510968706666203,0.0386819857917942,0.0276768993900527,0.267076665532759,77.6989581103063,2.89287672398604,1.22128052436423,0.9,0,0.5,0,0,0,0
0.9,0.524143783100069,0.0618237308009913,0.21156396031773,0.204070757895606,77.9153722474951,4.33751461221068,1.19865843524572,0.95,0,0.5,0,0,0,0
1,0.5556044891403,0.0805404044125575,0.393629773216946,0.174203212527647,78.0704018452448,3.81374303382096,-1.91860157184004,1,0,0.5,0,0,0,0
1.1,0.597557000387258,0.0850570663736998,0.439383986623382,-0.0537902403454948,78.166605965751,0.231574121371943,-1.16143666021188,1.05,0,0.5,0,0,0,0
1.2,0.628703663142127,0.0768297910869828,0.213368096721621,-0.104115704072946,78.4046660956481,7.69605285846011,-0.471297312022033,1.1,0,0.5,0,0,0,0
1.3,0.67337263085712,0.0678270396572047,0.625621640847695,-0.0792234238369248,78.4903835815942,0.620999803416259,-4.18258824404181,1.15,0,0.5,0,0,0,0
1.4,0.718855864825761,0.0460794028887751,0.32385574944019,-0.32350115409367,78.6893209246913,0.501683405889486,-0.278615658872755,1.2,0,0.5,0,0,0,0
1.5,0.743102553139383,0.0227261422843085,0.180050583520163,-0.164536635145212,78.9207410003165,2.56160977220954,-0.545322740608633,1.25,0,0.5,0,0,0,0
1.6,0.7654755631657,0.00927599808814976,0.257227480530576,-0.111467755636805,79.1237544115946,3.02712974010066,0.849207413913489,1.3,0,0.5,0,0,0,0
1.7,0.794974514847545,0.0049115526056393,0.323948841085886,0.0083685496146272,79.2953150555663,-0.888265410223047,-1.17836664979664,1.35,0,0.5,0,0,0,0
1.8,0.813812696981268,0.000896952714028491,0.0844168429937997,-0.0773513162321505,79.5165229084056,7.04592943527241,-3.70349423488644,1.4,0,0.5,0,0,0,0
1.9,0.847072721518116,-0.0188553819217524,0.522929590226252,-0.289682062634548,79.7005042457091,1.59987120023209,-4.31941279837535,1.45,0,0.5,0,0,0,0
2,0.889300716240366,-0.0556227395885431,0.345092752471459,-0.427484481137757,79.7999859541241,7.05975296209174,-3.02783512075084,1.5,0,0.5,0,0,0,0
2.1,0.940557928127782,-0.096843889129013,0.641010353581308,-0.400498796889082,79.774109932441,1.26463411290937,-2.92755213891655,1.55,0,0.5,0,0,0,0
2.2,0.989607874951292,-0.135816830394903,0.375074190284165,-0.381470480653617,79.8815667834226,3.96218548410972,-5.85918066033306,1.6,0,0.5,0,0,0,0
2.3,1.03086143035077,-0.184900914809564,0.441264295499291,-0.574715871369632,79.8631599032854,4.55264739634125,-3.24267204398746,1.65,0,0.5,0,0,0,0
2.4,1.07897140836524,-0.237093526301789,0.511649211017646,-0.48144218383058,79.5891375727193,6.3470222251023,-4.16428533433408,1.7,0,0.5,0,0,0,0
2.5,1.1389167159423,-0.286456136886153,0.666788972911465,-0.502969832589079,79.2074911578981,0.423398208132182,-1.07839997821811,1.75,0,0.5,0,0,0,0
2.6,1.18646384769338,-0.325278694687873,0.328751739715977,-0.30022936799713,79.1463434944095,9.2761092579778,-3.97595935982822,1.8,0,0.5,0,0,0,0
2.7,1.24523064770574,-0.36143405039377,0.786228265414873,-0.408582458332773,78.81885921404,-0.430505720323228,-1.30156350741329,1.85,0,0.5,0,0,0,0
2.8,1.29767264023005,-0.394628951731665,0.323641753188063,-0.273179598370945,78.7558216975708,8.93048241370154,0.926879843809595,1.9,0,0.5,0,0,0,0
2.9,1.35474121906035,-0.409822057169439,0.760141363915819,-0.058946770487788,78.4656870106977,3.81863208670038,-3.96086710928783,1.95,0,0.5,0,0,0,0
3,1.42194119157287,-0.42931019977407,0.604404792485761,-0.299128340579528,78.1744794982857,-0.740877548684037,-0.825610912192209,2,0,0.5,0,0,0,0
3.1,1.46065843334809,-0.453116750068622,0.220579103415595,-0.191237029442329,78.1233417566483,11.1176249174996,-0.332629602642284,2.05,0,0.5,0,0,0,0
3.2,1.51915340352152,-0.467576183491727,0.864381833778097,-0.108824522321714,77.8780276958459,0.211495786830302,-1.83386018570122,2.1,0,0.5,0,0,0,0
3.3,1.57947609639471,-0.482211285990594,0.402949869475593,-0.175129720900902,77.8509632533642,11.521765807577,-1.03011523240793,2.15,0,0.5,0,0,0,0
3.4,1.6520987918614,-0.49827923102804,0.974144886499785,-0.149597683842128,77.3863434801204,-0.330559564084298,0.968428270770196,2.2,0,0.5,0,0,0,0
3.5,1.71786518117855,-0.504803850944339,0.414957815554129,-0.000557897434720164,77.35103328741,3.21437470931873,-3.65347923375038,2.25,0,0.5,0,0,0,0
